ID,Industry,Company,Opportunity,Candidate,Gender,Age,Race,Institution,Aggregate,Qualification,Disciplines,Progress,Successful
19,Financial Services,Client A,1,19,Female,24,Indian,Stellenberg High School,54,National Senior Certificate,,2,False
1751,Financial Services,Client A,1,1751,Female,31,White,Stellenberg High School,60,National Senior Certificate,,1,False
1265,Financial Services,Client A,1,1265,Female,27,Indian,University of Cape Town,51,Bachelor of Social Science (Honours),"Government and Public Sector, Law, Law Enforcement, Sociology",1,False
1553,Financial Services,Client A,1,1553,Female,26,Black,University of Johannesburg,61,Bachelor of Arts (Honours),Art and Design,1,False
1585,Financial Services,Client A,1,1585,Female,29,Indian,Stellenberg High School,72,National Senior Certificate,,5,True
1463,Financial Services,Client A,1,1463,Female,19,Coloured,University of Cape Town,57,Bachelor of Music,"Music, Performing Arts",3,False
77,Financial Services,Client A,1,77,Female,29,Asian,North-West University,66,Bachelor of Science,"Finance, Mathematics, Statistics",1,False
926,Financial Services,Client A,1,926,Female,26,Indian,University of Pretoria,58,Bachelor of Commerce,,3,False
322,Financial Services,Client A,1,322,Female,22,White,North-West University,75,Bachelor of Commerce,"Human Resources, Industrial and Organisational Psychology",2,False
1935,Financial Services,Client A,1,1935,Female,26,White,Stellenberg High School,58,National Senior Certificate,,1,False
1310,Financial Services,Client A,1,1310,Female,22,Asian,North-West University,51,Bachelor of Commerce,"Economics, Risk Management",2,False
2109,Financial Services,Client A,1,2109,Female,24,Asian,Stellenberg High School,58,National Senior Certificate,,1,False
169,Financial Services,Client A,1,169,Female,28,Black,Stellenberg High School,57,National Senior Certificate,,2,False
384,Financial Services,Client A,1,384,Female,19,Black,Stellenberg High School,52,National Senior Certificate,,4,False
591,Financial Services,Client A,1,591,Female,20,Black,University of Johannesburg,68,Bachelor of Arts,Communications and Public Relations,2,False
1643,Financial Services,Client A,1,1643,Female,20,Asian,University of KwaZulu-Natal,54,Bachelor of Business Science,Business and Management Studies,1,False
1122,Financial Services,Client A,1,1122,Female,23,Asian,University of Johannesburg,67,Bachelor of Technology,Industrial Engineering,2,False
603,Financial Services,Client A,1,603,Female,25,Black,Stellenberg High School,71,National Senior Certificate,,1,False
1308,Financial Services,Client A,1,1308,Female,30,White,University of Cape Town,66,Bachelor of Commerce,"Accounting and Auditing, Business and Management Studies",5,True
2280,Financial Services,Client A,1,2280,Female,28,Asian,Stellenberg High School,62,National Senior Certificate,,1,False
1458,Financial Services,Client A,1,1458,Female,21,Indian,Stellenbosch University,54,Bachelor of Commerce,,1,False
1369,Financial Services,Client A,1,1369,Female,31,Asian,Stellenberg High School,66,National Senior Certificate,,3,False
486,Financial Services,Client A,1,486,Female,24,Coloured,Stellenberg High School,58,National Senior Certificate,,1,False
333,Financial Services,Client A,1,333,Female,25,Asian,Stellenberg High School,53,National Senior Certificate,,1,False
2271,Financial Services,Client A,1,2271,Female,18,White,Stellenbosch University,52,Bachelor of Science,Sports Science,1,False
232,Financial Services,Client A,1,232,Female,24,Indian,Stellenberg High School,66,National Senior Certificate,,1,False
136,Financial Services,Client A,1,136,Female,31,White,Stellenberg High School,58,National Senior Certificate,,1,False
26,Financial Services,Client A,1,26,Female,30,Black,University of Johannesburg,59,Bachelor of Arts,Communications and Public Relations,1,False
1248,Financial Services,Client A,1,1248,Female,27,Indian,Stellenberg High School,65,National Senior Certificate,,1,False
1524,Financial Services,Client A,1,1524,Female,21,Black,Stellenberg High School,64,National Senior Certificate,,1,False
773,Financial Services,Client A,1,773,Female,21,Black,University of Cape Town,61,Bachelor of Science,Construction,2,False
439,Financial Services,Client A,1,439,Female,24,Coloured,University of Cape Town,60,Bachelor of Arts,Law,1,False
193,Financial Services,Client A,1,193,Female,23,Indian,University of Johannesburg,75,Bachelor of Arts,Geography and Environmental Sciences,2,False
290,Financial Services,Client A,1,290,Female,23,Asian,Stellenberg High School,54,National Senior Certificate,,1,False
678,Financial Services,Client A,1,678,Female,19,Indian,University of Cape Town,55,Bachelor of Social Science,Social Work,2,False
1732,Financial Services,Client A,1,1732,Female,24,Coloured,Stellenberg High School,56,National Senior Certificate,,1,False
1269,Financial Services,Client A,1,1269,Female,27,White,Stellenbosch University,60,Postgraduate Diploma,Marketing,2,False
611,Financial Services,Client A,1,611,Female,25,Coloured,Stellenberg High School,57,National Senior Certificate,,3,False
1606,Financial Services,Client A,1,1606,Female,32,Black,University of KwaZulu-Natal,62,Bachelor of Commerce,Accounting and Auditing,1,False
129,Financial Services,Client A,1,129,Female,23,Indian,Stellenberg High School,50,National Senior Certificate,,5,True
1544,Financial Services,Client A,1,1544,Female,24,Asian,Stellenberg High School,64,National Senior Certificate,,2,False
234,Financial Services,Client A,1,234,Female,22,Asian,University of Johannesburg,63,Bachelor of Arts (Honours),"General Management, Human Resources",5,True
1707,Financial Services,Client A,1,1707,Female,20,Coloured,Stellenbosch University,68,Bachelor of Science,Agriculture and Forestry,1,False
481,Financial Services,Client A,1,481,Female,18,White,Stellenberg High School,64,National Senior Certificate,,1,False
1072,Financial Services,Client A,1,1072,Female,30,Asian,Stellenberg High School,75,National Senior Certificate,,5,True
2135,Financial Services,Client A,1,2135,Female,30,Coloured,Stellenberg High School,55,National Senior Certificate,,1,False
178,Financial Services,Client A,1,178,Female,30,Indian,Stellenberg High School,67,National Senior Certificate,,2,False
2119,Financial Services,Client A,1,2119,Female,24,Black,Stellenbosch University,62,Master of Laws,Law,1,False
1861,Financial Services,Client A,1,1861,Female,20,Indian,Stellenbosch University,67,Bachelor of Business Science,,2,False
932,Financial Services,Client A,1,932,Female,25,Indian,Stellenberg High School,70,National Senior Certificate,,1,False
185,Financial Services,Client A,1,185,Female,26,Black,Stellenberg High School,59,National Senior Certificate,,5,True
1656,Financial Services,Client A,1,1656,Female,24,Coloured,Stellenberg High School,59,National Senior Certificate,,1,False
633,Financial Services,Client A,1,633,Female,27,Indian,Stellenberg High School,68,National Senior Certificate,,4,False
1230,Financial Services,Client A,1,1230,Female,28,Indian,University of Cape Town,69,Bachelor of Social Science (Honours),Law,1,False
1923,Financial Services,Client A,1,1923,Female,21,Indian,Stellenberg High School,68,National Senior Certificate,,1,False
299,Financial Services,Client A,1,299,Female,18,White,Stellenberg High School,63,National Senior Certificate,,1,False
818,Financial Services,Client A,1,818,Female,31,Indian,University of Cape Town,63,Doctor of Music,"Music, Performing Arts",1,False
2253,Financial Services,Client A,1,2253,Female,27,Coloured,Stellenberg High School,73,National Senior Certificate,,1,False
2097,Financial Services,Client A,1,2097,Female,18,Asian,Stellenberg High School,62,National Senior Certificate,,1,False
2049,Financial Services,Client A,1,2049,Female,21,Asian,University of Johannesburg,60,Bachelor of Education (Honours),Education,1,False
523,Financial Services,Client A,1,523,Female,29,Asian,Stellenberg High School,51,National Senior Certificate,,1,False
671,Financial Services,Client A,1,671,Female,30,Coloured,University of Cape Town,72,Master of Commerce,Information Systems,3,False
696,Financial Services,Client A,1,696,Female,31,Indian,Stellenbosch University,61,Bachelor of Military Science,"History, Military Science, Politics",2,False
179,Financial Services,Client A,1,179,Female,22,Black,Stellenberg High School,68,National Senior Certificate,,3,False
1838,Financial Services,Client A,1,1838,Female,29,Asian,University of Johannesburg,55,Bachelor of Commerce,Economics,1,False
747,Financial Services,Client A,1,747,Female,18,White,Stellenberg High School,61,National Senior Certificate,,1,False
464,Financial Services,Client A,1,464,Female,27,Indian,University of Cape Town,71,Bachelor of Commerce,"Accounting and Auditing, Business and Management Studies",1,False
1270,Financial Services,Client A,1,1270,Female,30,White,University of Cape Town,73,Master of Science,Chemistry,3,False
1983,Financial Services,Client A,1,1983,Female,30,Coloured,Stellenberg High School,73,National Senior Certificate,,1,False
496,Financial Services,Client A,1,496,Female,26,Black,Stellenberg High School,73,National Senior Certificate,,5,True
479,Financial Services,Client A,1,479,Female,21,Coloured,Stellenberg High School,50,National Senior Certificate,,2,False
483,Financial Services,Client A,1,483,Female,24,Asian,Stellenbosch University,59,Bachelor of Commerce,"Business and Management Studies, Economics",2,False
618,Financial Services,Client A,1,618,Female,28,Indian,Stellenberg High School,60,National Senior Certificate,,2,False
977,Financial Services,Client A,1,977,Female,31,Coloured,University of KwaZulu-Natal,59,Postgraduate Diploma,Occupational Health and Safety,1,False
2124,Financial Services,Client A,1,2124,Female,30,Coloured,Stellenberg High School,68,National Senior Certificate,,1,False
2191,Financial Services,Client A,1,2191,Female,20,Asian,Stellenberg High School,52,National Senior Certificate,,1,False
786,Financial Services,Client A,1,786,Female,26,Black,University of Cape Town,54,Master of Philosophy,"Mathematics, Statistics",1,False
409,Financial Services,Client A,1,409,Female,25,Indian,Stellenberg High School,63,National Senior Certificate,,3,False
1977,Financial Services,Client A,1,1977,Female,23,White,Stellenberg High School,55,National Senior Certificate,,5,True
1830,Financial Services,Client A,1,1830,Female,26,Indian,Stellenberg High School,52,National Senior Certificate,,4,False
472,Financial Services,Client A,1,472,Female,26,Coloured,University of Johannesburg,59,Bachelor of Arts,Politics,2,False
2159,Financial Services,Client A,1,2159,Female,24,White,University of Johannesburg,75,Bachelor of Education (Honours),"Education, Geography and Environmental Sciences",1,False
555,Financial Services,Client A,1,555,Female,26,Asian,Stellenberg High School,75,National Senior Certificate,,2,False
931,Financial Services,Client A,1,931,Female,23,White,Stellenberg High School,50,National Senior Certificate,,3,False
1922,Financial Services,Client A,1,1922,Female,20,Black,Stellenbosch University,60,Bachelor of Arts,,1,False
1317,Financial Services,Client A,1,1317,Female,26,Indian,University of KwaZulu-Natal,63,Bachelor of Science in Engineering,Chemical Engineering,1,False
1661,Financial Services,Client A,1,1661,Female,30,Indian,Stellenberg High School,64,National Senior Certificate,,1,False
204,Financial Services,Client A,1,204,Female,19,Black,Stellenberg High School,51,National Senior Certificate,,2,False
175,Financial Services,Client A,1,175,Female,32,Indian,Stellenberg High School,75,National Senior Certificate,,1,False
1136,Financial Services,Client A,1,1136,Female,21,Indian,Stellenberg High School,51,National Senior Certificate,,1,False
121,Financial Services,Client A,1,121,Female,27,Black,University of Cape Town,61,Bachelor of Architectural Studies,Architecture,2,False
284,Financial Services,Client A,1,284,Female,29,Coloured,Stellenbosch University,72,Postgraduate Diploma,Psychology,2,False
1948,Financial Services,Client A,1,1948,Female,30,White,Stellenberg High School,62,National Senior Certificate,,3,False
1095,Financial Services,Client A,1,1095,Female,31,White,Stellenberg High School,55,National Senior Certificate,,4,False
1304,Financial Services,Client A,1,1304,Female,29,Asian,University of KwaZulu-Natal,72,Postgraduate Diploma,Business and Management Studies,3,False
862,Financial Services,Client A,1,862,Female,29,Indian,Stellenberg High School,70,National Senior Certificate,,1,False
1222,Financial Services,Client A,1,1222,Female,28,Black,Stellenbosch University,62,Bachelor of Arts,Human Resources,2,False
276,Financial Services,Client A,1,276,Female,30,White,Stellenberg High School,57,National Senior Certificate,,1,False
1915,Financial Services,Client A,1,1915,Female,24,Coloured,Stellenberg High School,54,National Senior Certificate,,5,True
1763,Financial Services,Client A,1,1763,Female,22,Black,Stellenberg High School,57,National Senior Certificate,,2,False
465,Financial Services,Client A,1,465,Female,19,Coloured,Stellenberg High School,68,National Senior Certificate,,1,False
1522,Financial Services,Client A,1,1522,Female,31,White,University of Pretoria,59,Bachelor of Commerce,Economics,1,False
451,Financial Services,Client A,1,451,Female,30,Black,Stellenberg High School,62,National Senior Certificate,,1,False
820,Financial Services,Client A,1,820,Female,31,Indian,Stellenberg High School,68,National Senior Certificate,,1,False
2078,Financial Services,Client A,1,2078,Female,18,Black,Stellenberg High School,51,National Senior Certificate,,3,False
1634,Financial Services,Client A,1,1634,Female,26,Black,Stellenberg High School,72,National Senior Certificate,,3,False
1051,Financial Services,Client A,1,1051,Female,24,White,University of Cape Town,56,Bachelor of Business Science,"Business and Management Studies, Computer Science",1,False
1323,Financial Services,Client A,1,1323,Female,30,Coloured,Stellenberg High School,70,National Senior Certificate,,1,False
1488,Financial Services,Client A,1,1488,Female,30,Coloured,Stellenberg High School,65,National Senior Certificate,,1,False
2303,Financial Services,Client A,1,2303,Female,28,Indian,Stellenberg High School,51,National Senior Certificate,,2,False
1245,Financial Services,Client A,1,1245,Female,30,Asian,Stellenberg High School,72,National Senior Certificate,,1,False
1264,Financial Services,Client A,1,1264,Female,26,Coloured,Stellenberg High School,58,National Senior Certificate,,2,False
614,Financial Services,Client A,1,614,Female,26,White,Stellenberg High School,61,National Senior Certificate,,1,False
164,Financial Services,Client A,1,164,Female,19,White,Stellenberg High School,65,National Senior Certificate,,4,False
1232,Financial Services,Client A,1,1232,Female,24,White,University of Cape Town,56,Master of Social Science,"Government and Public Sector, Law Enforcement",1,False
941,Financial Services,Client A,1,941,Female,23,White,Stellenberg High School,66,National Senior Certificate,,1,False
2162,Financial Services,Client A,1,2162,Female,28,Asian,Stellenberg High School,62,National Senior Certificate,,3,False
695,Financial Services,Client A,1,695,Female,23,Asian,Stellenberg High School,59,National Senior Certificate,,1,False
1376,Financial Services,Client A,1,1376,Female,26,Indian,Stellenberg High School,54,National Senior Certificate,,1,False
1682,Financial Services,Client A,1,1682,Female,19,Coloured,Stellenberg High School,64,National Senior Certificate,,1,False
2223,Financial Services,Client A,1,2223,Female,24,Indian,North-West University,72,Bachelor of Commerce,Statistics,4,False
1208,Financial Services,Client A,1,1208,Female,21,White,Stellenberg High School,55,National Senior Certificate,,1,False
1714,Financial Services,Client A,1,1714,Female,28,Black,Stellenberg High School,54,National Senior Certificate,,2,False
508,Financial Services,Client A,1,508,Female,31,White,Stellenberg High School,52,National Senior Certificate,,4,False
2132,Financial Services,Client A,1,2132,Female,23,Asian,University of Cape Town,68,Bachelor of Music,"Music, Performing Arts",1,False
510,Financial Services,Client A,1,510,Female,30,White,University of Johannesburg,52,Bachelor of Science,Information Technology,5,True
231,Financial Services,Client A,1,231,Female,30,Black,Stellenberg High School,50,National Senior Certificate,,1,False
1986,Financial Services,Client A,1,1986,Female,19,Black,Stellenbosch University,52,Bachelor of Arts,,2,False
515,Financial Services,Client A,1,515,Female,21,Indian,University of Johannesburg,57,Bachelor of Engineering Technology,Mechanical Engineering,1,False
889,Financial Services,Client A,1,889,Female,31,Coloured,Stellenberg High School,71,National Senior Certificate,,1,False
720,Financial Services,Client A,1,720,Female,26,Asian,Stellenberg High School,68,National Senior Certificate,,2,False
743,Financial Services,Client A,1,743,Female,26,Black,University of Pretoria,73,Bachelor of Commerce,Law,1,False
1387,Financial Services,Client A,1,1387,Female,20,Coloured,University of Johannesburg,65,Bachelor of Science,Geology and Archaeology,3,False
325,Financial Services,Client A,1,325,Female,30,Indian,Stellenbosch University,63,Postgraduate Diploma,"Law, Taxation",1,False
446,Financial Services,Client A,1,446,Female,26,Indian,Stellenberg High School,62,National Senior Certificate,,2,False
375,Financial Services,Client A,1,375,Female,30,Coloured,Stellenberg High School,54,National Senior Certificate,,1,False
621,Financial Services,Client A,1,621,Female,31,Asian,Stellenberg High School,65,National Senior Certificate,,1,False
1407,Financial Services,Client A,1,1407,Female,26,Coloured,University of KwaZulu-Natal,53,Bachelor of Science (Honours),Computer Science,1,False
857,Financial Services,Client A,1,857,Female,31,Black,University of Cape Town,66,Bachelor of Music (Honours),"Music, Performing Arts",4,False
298,Financial Services,Client A,1,298,Female,24,Coloured,Stellenberg High School,64,National Senior Certificate,,1,False
2020,Financial Services,Client A,1,2020,Female,21,Indian,Stellenberg High School,60,National Senior Certificate,,2,False
240,Financial Services,Client A,1,240,Female,28,White,Stellenberg High School,57,National Senior Certificate,,1,False
100,Financial Services,Client A,1,100,Female,26,White,University of Cape Town,65,Bachelor of Science in Engineering,"Computer Science, Electrical and Electronic Engineering",2,False
1406,Financial Services,Client A,1,1406,Female,29,Indian,University of Johannesburg,70,Bachelor of Technology,Business and Management Studies,1,False
282,Financial Services,Client A,1,282,Female,19,White,Stellenbosch University,50,Bachelor of Arts,"Psychology, Sports Science",2,False
355,Financial Services,Client A,1,355,Female,22,Black,Stellenbosch University,54,Bachelor of Consumer Science,Consumer Science,1,False
1582,Financial Services,Client A,1,1582,Female,24,Coloured,Stellenberg High School,63,National Senior Certificate,,1,False
1858,Financial Services,Client A,1,1858,Female,25,Coloured,Stellenbosch University,54,Bachelor of Consumer Science,Consumer Science,3,False
1233,Financial Services,Client A,1,1233,Female,18,Asian,Stellenberg High School,56,National Senior Certificate,,4,False
706,Financial Services,Client A,1,706,Female,23,Indian,Stellenberg High School,61,National Senior Certificate,,3,False
1114,Financial Services,Client A,1,1114,Female,21,Coloured,University of Johannesburg,70,Bachelor of Science,"Geology and Archaeology, Mathematics",1,False
1115,Financial Services,Client A,1,1115,Female,27,Black,Stellenbosch University,51,Postgraduate Diploma,Languages and Linguistics,1,False
1334,Financial Services,Client A,1,1334,Female,21,Coloured,Stellenberg High School,61,National Senior Certificate,,2,False
907,Financial Services,Client A,1,907,Female,19,White,University of Johannesburg,61,Bachelor of Arts,,2,False
125,Financial Services,Client A,1,125,Female,25,Coloured,Stellenberg High School,56,National Senior Certificate,,4,False
2008,Financial Services,Client A,1,2008,Female,18,Coloured,Stellenberg High School,64,National Senior Certificate,,1,False
186,Financial Services,Client A,1,186,Female,18,Black,Stellenberg High School,51,National Senior Certificate,,2,False
2091,Financial Services,Client A,1,2091,Female,28,Coloured,Stellenberg High School,66,National Senior Certificate,,1,False
2098,Financial Services,Client A,1,2098,Female,24,Black,Stellenberg High School,56,National Senior Certificate,,2,False
669,Financial Services,Client A,1,669,Female,24,White,Stellenberg High School,61,National Senior Certificate,,2,False
1898,Financial Services,Client A,1,1898,Female,31,Indian,University of Johannesburg,74,Bachelor of Science,"Biological Sciences, Chemistry",1,False
431,Financial Services,Client A,1,431,Female,22,Coloured,University of Cape Town,66,Master of Science,Land and Property Management,1,False
2231,Financial Services,Client A,1,2231,Female,25,Black,Stellenberg High School,67,National Senior Certificate,,4,False
1612,Financial Services,Client A,1,1612,Female,19,Black,Stellenberg High School,73,National Senior Certificate,,3,False
66,Financial Services,Client A,1,66,Female,19,Asian,University of Johannesburg,51,Bachelor of Engineering,Electrical and Electronic Engineering,1,False
1802,Financial Services,Client A,1,1802,Female,18,Asian,University of Johannesburg,61,Bachelor of Arts,Psychology,2,False
354,Financial Services,Client A,1,354,Female,23,Indian,Stellenberg High School,63,National Senior Certificate,,1,False
565,Financial Services,Client A,1,565,Female,21,Coloured,Stellenbosch University,55,Bachelor of Commerce (Honours),Accounting and Auditing,1,False
893,Financial Services,Client A,1,893,Female,31,Coloured,Stellenberg High School,58,National Senior Certificate,,4,False
2113,Financial Services,Client A,1,2113,Female,25,Coloured,Stellenberg High School,54,National Senior Certificate,,5,True
1548,Financial Services,Client A,1,1548,Female,31,Asian,University of Johannesburg,62,Bachelor of Science,"Biological Sciences, Psychology",1,False
1086,Financial Services,Client A,1,1086,Female,30,Indian,University of Pretoria,71,Doctor of Philosophy,"Agriculture and Forestry, Economics",1,False
1564,Financial Services,Client A,1,1564,Female,19,Coloured,Stellenberg High School,72,National Senior Certificate,,2,False
50,Financial Services,Client A,1,50,Female,20,White,University of South Africa,59,Bachelor of Commerce,"Business and Management Studies, Finance",2,False
1591,Financial Services,Client A,1,1591,Female,21,White,Stellenberg High School,55,National Senior Certificate,,1,False
2173,Financial Services,Client A,1,2173,Female,19,White,Stellenbosch University,62,Bachelor of Military Science,Military Science,3,False
1179,Financial Services,Client A,1,1179,Female,30,Coloured,Stellenberg High School,69,National Senior Certificate,,1,False
860,Financial Services,Client A,1,860,Female,31,Coloured,University of Johannesburg,64,Bachelor of Accounting,Accounting and Auditing,1,False
220,Financial Services,Client A,1,220,Female,31,White,Stellenberg High School,57,National Senior Certificate,,2,False
1041,Financial Services,Client A,1,1041,Female,19,Asian,Stellenberg High School,60,National Senior Certificate,,5,True
986,Financial Services,Client A,1,986,Female,29,White,University of Pretoria,58,Postgraduate Diploma,Communications and Public Relations,1,False
2100,Financial Services,Client A,1,2100,Female,28,Black,University of Cape Town,68,Bachelor of Social Science,"Economics, Philosophy, Politics",5,True
24,Financial Services,Client A,1,24,Female,28,Coloured,Stellenberg High School,73,National Senior Certificate,,1,False
458,Financial Services,Client A,1,458,Female,26,Asian,University of Johannesburg,51,Bachelor of Science,Mathematics,1,False
1726,Financial Services,Client A,1,1726,Female,19,Black,University of Pretoria,55,Bachelor of Commerce,Marketing,1,False
870,Financial Services,Client A,1,870,Female,18,White,Stellenbosch University,72,Bachelor of Science,Consumer Science,4,False
213,Financial Services,Client A,1,213,Female,31,Coloured,Stellenberg High School,65,National Senior Certificate,,1,False
1595,Financial Services,Client A,1,1595,Female,31,Asian,Stellenberg High School,73,National Senior Certificate,,3,False
760,Financial Services,Client A,1,760,Female,27,Indian,Stellenberg High School,50,National Senior Certificate,,2,False
737,Financial Services,Client A,1,737,Female,31,Black,Stellenberg High School,62,National Senior Certificate,,1,False
892,Financial Services,Client A,1,892,Female,25,Coloured,University of Cape Town,74,Bachelor of Commerce,"Computer Science, Information Systems",3,False
2186,Financial Services,Client A,1,2186,Female,27,White,Nelson Mandela University,72,Bachelor of Commerce,Accounting and Auditing,1,False
2203,Financial Services,Client A,1,2203,Female,28,Indian,University of KwaZulu-Natal,70,Bachelor of Science in Engineering,Civil Engineering,2,False
2169,Financial Services,Client A,1,2169,Female,28,Coloured,University of KwaZulu-Natal,59,Bachelor of Science (Honours),Computer Science,2,False
1512,Financial Services,Client A,1,1512,Female,26,Black,Stellenberg High School,60,National Senior Certificate,,1,False
1826,Financial Services,Client A,1,1826,Female,30,Black,Stellenberg High School,72,National Senior Certificate,,1,False
1675,Financial Services,Client A,1,1675,Female,21,Coloured,University of Cape Town,60,Bachelor of Music,"Cultural Studies, Music, Performing Arts",2,False
1814,Financial Services,Client A,1,1814,Female,28,Black,Stellenberg High School,72,National Senior Certificate,,1,False
1777,Financial Services,Client A,1,1777,Female,25,Black,University of Cape Town,70,Bachelor of Social Science (Honours),"Government and Public Sector, Law",1,False
2228,Financial Services,Client A,1,2228,Female,28,Asian,Stellenbosch University,60,Bachelor of Educational Psychology,"Education, Psychology",3,False
651,Financial Services,Client A,1,651,Female,27,Coloured,University of Johannesburg,75,Bachelor of Science,"Geography and Environmental Sciences, Geology and Archaeology",1,False
2199,Financial Services,Client A,1,2199,Female,26,Asian,Stellenbosch University,50,Postgraduate Diploma,"Film and Media, Music",5,True
1315,Financial Services,Client A,1,1315,Female,19,White,Stellenberg High School,66,National Senior Certificate,,1,False
361,Financial Services,Client A,1,361,Female,22,Black,Stellenberg High School,63,National Senior Certificate,,1,False
975,Financial Services,Client A,1,975,Female,22,Asian,Stellenberg High School,67,National Senior Certificate,,4,False
352,Financial Services,Client A,1,352,Female,21,White,Stellenberg High School,73,National Senior Certificate,,3,False
2273,Financial Services,Client A,1,2273,Female,24,Indian,Stellenberg High School,50,National Senior Certificate,,1,False
1968,Financial Services,Client A,1,1968,Female,22,Black,Stellenberg High School,51,National Senior Certificate,,1,False
211,Financial Services,Client A,1,211,Female,22,Asian,Stellenbosch University,58,Bachelor of Arts,"International Relations, Politics",3,False
2131,Financial Services,Client A,1,2131,Female,19,Asian,Stellenbosch University,73,Bachelor of Commerce,,5,True
1495,Financial Services,Client A,1,1495,Female,20,Asian,Stellenberg High School,52,National Senior Certificate,,1,False
1513,Financial Services,Client A,1,1513,Female,20,Black,Stellenbosch University,65,Bachelor of Science,Food Science,4,False
300,Financial Services,Client A,1,300,Female,30,Indian,University of KwaZulu-Natal,52,Postgraduate Diploma,Agriculture and Forestry,3,False
307,Financial Services,Client A,1,307,Female,21,Indian,University of KwaZulu-Natal,56,Bachelor of Commerce,"Business and Management Studies, Law",1,False
1490,Financial Services,Client A,1,1490,Female,20,White,University of Johannesburg,73,Bachelor of Science,"Biological Sciences, Chemistry",2,False
1894,Financial Services,Client A,1,1894,Female,18,Coloured,Stellenberg High School,64,National Senior Certificate,,1,False
583,Financial Services,Client A,1,583,Female,21,Asian,Stellenberg High School,54,National Senior Certificate,,2,False
119,Financial Services,Client A,1,119,Female,27,Black,Stellenbosch University,69,Bachelor of Commerce,Accounting and Auditing,3,False
221,Financial Services,Client A,1,221,Female,28,Indian,Stellenberg High School,69,National Senior Certificate,,1,False
1605,Financial Services,Client A,1,1605,Female,23,Asian,University of KwaZulu-Natal,68,Postgraduate Diploma,"Art and Design, History of Art, Architecture and Design",1,False
